Epoch,nLabels,Loss,ARI
0,30,6.799612522125244,0.10267633142233475
1,30,5.683948516845703,0.3771475341726001
2,30,4.913873672485352,0.4900501307495897
3,30,4.448788642883301,0.5277155895540194
4,30,4.091800689697266,0.546279507012422
5,29,3.829587459564209,0.553303702030902
6,28,3.631826639175415,0.561924756555121
7,27,3.482644557952881,0.5693698552492965
8,27,3.358003616333008,0.5709801045708645
9,27,3.2444100379943848,0.573043257354098
10,25,3.1445508003234863,0.5767636677631685
11,25,3.0301313400268555,0.5805944951080825
12,25,2.9402942657470703,0.5852310821640945
13,25,2.8500561714172363,0.5929861136503809
14,24,2.7676596641540527,0.6048291211184015
15,24,2.6768648624420166,0.618340441623194
16,24,2.5974345207214355,0.6284609432723076
17,23,2.5236032009124756,0.635624432546594
18,23,2.467350721359253,0.6424960123556526
19,24,2.4040846824645996,0.64659104754027
20,22,2.3371071815490723,0.6510166042412526
21,22,2.272861957550049,0.6559284014020397
22,21,2.2167181968688965,0.6600072928177725
23,21,2.168478488922119,0.6662904626988555
24,20,2.1212244033813477,0.6729782972031789
25,20,2.0707547664642334,0.6786035204671249
26,20,2.0183959007263184,0.6814934955217855
27,20,1.9768073558807373,0.6821423881670613
28,20,1.9360971450805664,0.6846916896434556
29,20,1.8918993473052979,0.6873382511276951
30,20,1.8540630340576172,0.6912016326736712
31,20,1.8148705959320068,0.6959902340863279
32,20,1.7693982124328613,0.6987612698172102
33,20,1.7474617958068848,0.7013499497925272
34,20,1.7191338539123535,0.7033745746418164
35,20,1.678835153579712,0.7065181278475834
36,20,1.6590168476104736,0.7104935659241655
37,20,1.6249102354049683,0.7133471450113507
38,20,1.592822551727295,0.7161041127791576
39,20,1.5715941190719604,0.718677398411064
40,20,1.5441381931304932,0.7200634597238834
41,20,1.5193383693695068,0.7206549579989029
42,20,1.4927988052368164,0.7230356030975439
43,20,1.468781590461731,0.7273774996317306
44,20,1.449002981185913,0.7318380568316286
45,20,1.435246229171753,0.7348462632323014
46,20,1.4039266109466553,0.737078658656694
47,20,1.396683931350708,0.7374139476189221
48,20,1.3627400398254395,0.7398208861356899
49,20,1.3492170572280884,0.7441120129112991
50,20,1.3348228931427002,0.7510161684503034
51,20,1.305403470993042,0.7553689545148816
52,20,1.2955238819122314,0.7522927445245624
53,20,1.2799488306045532,0.7499856729270136
54,20,1.2662701606750488,0.750965476959042
55,20,1.2430336475372314,0.7582253593615249
56,20,1.2357418537139893,0.7639096518037933
57,20,1.213412880897522,0.7658095564738211
58,20,1.193800449371338,0.762886015905172
59,20,1.1928977966308594,0.7640635198273132
60,20,1.1713778972625732,0.771229497459205
61,20,1.1594462394714355,0.7766132564035051
62,20,1.150050163269043,0.7762826486084748
63,20,1.1420103311538696,0.7745283617608897
64,20,1.1252951622009277,0.7773417269487064
65,20,1.1188335418701172,0.7832780718501349
66,20,1.1071009635925293,0.7845862335363291
67,20,1.0937199592590332,0.7827598443857579
68,20,1.0782536268234253,0.7862674893995752
69,20,1.0712535381317139,0.7899346631855609
70,20,1.063089370727539,0.788641756022324
71,20,1.058695912361145,0.7829517255739912
72,20,1.039541244506836,0.7881020675511677
73,20,1.040221095085144,0.7939099068168475
74,20,1.019532561302185,0.7970312988210868
75,20,1.0232341289520264,0.7934995558681232
76,20,1.0077425241470337,0.797150838912875
77,20,0.9988190531730652,0.8023155932955268
78,20,0.9933292865753174,0.8005830018885937
79,20,0.9875243902206421,0.7969965962233867
80,20,0.9752636551856995,0.7980670581404506
81,20,0.9743168354034424,0.800631070918358
82,20,0.9619899988174438,0.7987359729006787
83,20,0.9499666690826416,0.7988097900418019
84,20,0.9440421462059021,0.801180711821644
85,20,0.9495254755020142,0.7992577939055784
86,20,0.9356030821800232,0.7995569010106498
87,20,0.9283603429794312,0.8048313130775514
88,20,0.9240660071372986,0.8064710672790071
89,20,0.9310305714607239,0.8049543716382084
90,20,0.9154419302940369,0.8072363474974338
91,20,0.9143999218940735,0.8060597157957708
92,20,0.9011324644088745,0.8030657140966438
93,20,0.8955310583114624,0.80719450499504
94,20,0.9001086950302124,0.8080789206881838
95,20,0.9001988172531128,0.8073180366013841
96,20,0.8781562447547913,0.8097011976628534
97,20,0.8982434868812561,0.8023559854793699
98,20,0.8725903034210205,0.810645843306881
99,20,0.8915590047836304,0.8057278890511057
100,20,0.8545605540275574,0.8120243724932636
101,20,0.8718764781951904,0.8080242976595957
102,20,0.8502169251441956,0.813683135473256
103,20,0.8590230345726013,0.812646687565097
104,20,0.8474604487419128,0.8104638833276817
105,20,0.8366979360580444,0.8161602200859349
106,20,0.8534175157546997,0.8102252304431778
107,20,0.8312487602233887,0.8133652765757954
108,20,0.8454748392105103,0.8068154238011118
109,20,0.8277261853218079,0.8201892546183656
110,20,0.8528265953063965,0.8172294911490015
111,20,0.825594425201416,0.8252251512297321
112,20,0.8299920558929443,0.8201553729742791
113,20,0.8075357675552368,0.8316097982955738
114,20,0.8123936057090759,0.8387209229500585
115,20,0.8155934810638428,0.8331440598928742
116,20,0.8057960271835327,0.8353745380019518
117,20,0.8086133003234863,0.8340242928334679
118,20,0.7794340252876282,0.8381485382235597
119,20,0.7935380935668945,0.8362293374367424
120,20,0.7799540758132935,0.849976221419071
121,20,0.7765839695930481,0.8530146372878853
122,20,0.7728197574615479,0.8445592515017893
123,20,0.767182469367981,0.8469610515335741
124,20,0.7785674333572388,0.8505798309495973
125,20,0.7608442306518555,0.8557614083108481
126,20,0.7616350650787354,0.8477865767063744
127,20,0.7617294788360596,0.8549873915299618
128,20,0.7602134943008423,0.8508842045767508
129,20,0.7441105842590332,0.8516298289073054
130,20,0.7447751760482788,0.8534819277825993
131,20,0.7479521036148071,0.8584270789046845
132,20,0.7446271181106567,0.8557121079087008
133,20,0.7336145043373108,0.857858951615339
134,20,0.7307528257369995,0.8648778526819482
135,20,0.7235549092292786,0.874084630106983
136,20,0.7278438210487366,0.8749136524147784
137,20,0.7283722162246704,0.874329065689807
138,20,0.7108408212661743,0.8819329327966382
139,20,0.7176188230514526,0.8804267242793455
140,20,0.7185227870941162,0.8833380391619997
141,20,0.7294737100601196,0.8669434256698894
142,20,0.7010646462440491,0.8753236672073816
143,20,0.7333469390869141,0.8913268728274004
144,20,0.7291741967201233,0.8612065596536522
145,20,0.7075862884521484,0.8677812062280204
146,20,0.7438067197799683,0.8732809096082643
147,20,0.7036544680595398,0.8775845197600047
148,20,0.7489539980888367,0.8708373637593751
149,20,0.7267929315567017,0.8805068880810558
150,20,0.7054409980773926,0.8930618188169092
151,20,0.7161737680435181,0.8921343050071159
152,20,0.7128959894180298,0.8839505746723137
153,20,0.6980942487716675,0.8936145231115449
154,20,0.6869934797286987,0.9033946001145141
155,20,0.6895954608917236,0.8854798542115752
156,20,0.6775671243667603,0.88209185960015
157,20,0.6985331773757935,0.9025753460335413
158,20,0.6908064484596252,0.8894296796460825
159,20,0.6883229613304138,0.8646670986468004
160,20,0.6920788884162903,0.8621774236433087
161,20,0.6896488666534424,0.8787197855684707
162,20,0.6961013078689575,0.9042222198343866
163,20,0.6666073799133301,0.8915275329034483
164,20,0.6873213648796082,0.8698515895573531
165,20,0.687936544418335,0.8690667953424368
166,20,0.6857463121414185,0.8739056697085757
167,20,0.6827179193496704,0.8795789912169774
168,20,0.6901068687438965,0.8917713592385189
169,20,0.6669374704360962,0.8909556977000431
170,20,0.6693620085716248,0.880982341994231
171,20,0.682269811630249,0.8767702537515327
172,20,0.641724705696106,0.8926824314619206
173,20,0.6609971523284912,0.9172388568245008
174,20,0.6444076299667358,0.9046860736323535
175,20,0.6564292311668396,0.8753335695060238
176,20,0.6624594330787659,0.85804683413064
177,20,0.6688608527183533,0.8560147312033711
178,20,0.667866587638855,0.8590083389451489
179,20,0.642864465713501,0.8786026147787677
180,20,0.6764980554580688,0.9029752506426802
181,20,0.6165814399719238,0.9027908789146307
182,20,0.6599869728088379,0.8754027906101133
183,20,0.6371724605560303,0.8873582635776748
184,20,0.6312733888626099,0.8988299790698548
185,20,0.6263676881790161,0.9092038405849078
186,20,0.6279732584953308,0.9047218507295747
187,20,0.6270854473114014,0.8927208357019403
188,20,0.6341844797134399,0.8893878465592181
189,20,0.6218878030776978,0.8952127068857173
190,20,0.6351325511932373,0.9086878003738394
191,20,0.610931932926178,0.897930717261746
192,20,0.6299251317977905,0.8791560999134216
193,20,0.6135913133621216,0.8872620121640453
194,20,0.6181477308273315,0.9098853097057921
195,20,0.6084182262420654,0.9121673607662281
196,20,0.6175366044044495,0.8955816587921087
197,20,0.6327349543571472,0.8857999525646139
198,20,0.6117701530456543,0.8926842880798963
199,20,0.6021535992622375,0.9130474341681762
